[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:11:45,904 Batch 68 update metric time 0.002539396286010742 secs
2019-12-17 18:11:45,905 Batch 68 prepare time 0.00033020973205566406 secs
2019-12-17 18:11:45,905 End Batch callbacks time 0.00019478797912597656 secs
2019-12-17 18:11:47,247 Batch 69 compute time: 1.340071439743042 secs
2019-12-17 18:11:47,284 Batch 69 update time: 0.03661203384399414 secs
2019-12-17 18:11:47,287 Batch 69 update metric time 0.0024993419647216797 secs
2019-12-17 18:11:47,288 Batch 69 prepare time 0.0005686283111572266 secs
2019-12-17 18:11:47,289 End Batch callbacks time 0.00024819374084472656 secs
2019-12-17 18:11:48,631 Batch 70 compute time: 1.339883804321289 secs
2019-12-17 18:11:48,664 Batch 70 update time: 0.03320026397705078 secs
2019-12-17 18:11:48,667 Batch 70 update metric time 0.002612590789794922 secs
2019-12-17 18:11:48,668 Batch 70 prepare time 0.00036144256591796875 secs
2019-12-17 18:11:48,669 Epoch[0] Batch [60-70]	Speed: 11.63 samples/sec	accuracy=0.043750
2019-12-17 18:11:48,669 End Batch callbacks time 0.0007584095001220703 secs
2019-12-17 18:11:49,990 Batch 71 compute time: 1.3193225860595703 secs
2019-12-17 18:11:50,025 Batch 71 update time: 0.034629106521606445 secs
2019-12-17 18:11:50,029 Batch 71 update metric time 0.002790212631225586 secs
2019-12-17 18:11:50,030 Batch 71 prepare time 0.00037407875061035156 secs
2019-12-17 18:11:50,030 End Batch callbacks time 0.0002918243408203125 secs
2019-12-17 18:11:51,371 Batch 72 compute time: 1.3388454914093018 secs
2019-12-17 18:11:51,408 Batch 72 update time: 0.036186933517456055 secs
2019-12-17 18:11:51,411 Batch 72 update metric time 0.0027027130126953125 secs
2019-12-17 18:11:51,412 Batch 72 prepare time 0.0006432533264160156 secs
2019-12-17 18:11:51,413 End Batch callbacks time 0.0002465248107910156 secs
2019-12-17 18:11:52,743 Batch 73 compute time: 1.3282380104064941 secs
2019-12-17 18:11:52,779 Batch 73 update time: 0.035485029220581055 secs
2019-12-17 18:11:52,782 Batch 73 update metric time 0.002482891082763672 secs
2019-12-17 18:11:52,782 Batch 73 prepare time 0.0003407001495361328 secs
2019-12-17 18:11:52,783 End Batch callbacks time 0.00024318695068359375 secs
2019-12-17 18:11:54,117 Batch 74 compute time: 1.3316459655761719 secs
2019-12-17 18:11:54,154 Batch 74 update time: 0.037360191345214844 secs
2019-12-17 18:11:54,157 Batch 74 update metric time 0.0026617050170898438 secs
2019-12-17 18:11:54,159 Batch 74 prepare time 0.0005509853363037109 secs
2019-12-17 18:11:54,159 End Batch callbacks time 0.00028228759765625 secs
2019-12-17 18:11:55,500 Batch 75 compute time: 1.3390169143676758 secs
2019-12-17 18:11:55,535 Batch 75 update time: 0.03378009796142578 secs
2019-12-17 18:11:55,538 Batch 75 update metric time 0.0025930404663085938 secs
2019-12-17 18:11:55,538 Batch 75 prepare time 0.00035834312438964844 secs
2019-12-17 18:11:55,539 End Batch callbacks time 0.00029754638671875 secs
2019-12-17 18:11:56,881 Batch 76 compute time: 1.3397326469421387 secs
2019-12-17 18:11:56,917 Batch 76 update time: 0.0354461669921875 secs
2019-12-17 18:11:56,920 Batch 76 update metric time 0.002653837203979492 secs
2019-12-17 18:11:56,921 Batch 76 prepare time 0.0005588531494140625 secs
2019-12-17 18:11:56,922 End Batch callbacks time 0.00025343894958496094 secs
2019-12-17 18:11:58,247 Batch 77 compute time: 1.323333501815796 secs
2019-12-17 18:11:58,280 Batch 77 update time: 0.03296160697937012 secs
2019-12-17 18:11:58,283 Batch 77 update metric time 0.002590656280517578 secs
2019-12-17 18:11:58,284 Batch 77 prepare time 0.00036215782165527344 secs
2019-12-17 18:11:58,285 End Batch callbacks time 0.0002944469451904297 secs
2019-12-17 18:11:59,617 Batch 78 compute time: 1.3296895027160645 secs
2019-12-17 18:11:59,650 Batch 78 update time: 0.03298759460449219 secs
2019-12-17 18:11:59,653 Batch 78 update metric time 0.002788066864013672 secs
2019-12-17 18:11:59,655 Batch 78 prepare time 0.000762939453125 secs
2019-12-17 18:11:59,655 End Batch callbacks time 0.0001659393310546875 secs
2019-12-17 18:12:00,988 Batch 79 compute time: 1.3314893245697021 secs
2019-12-17 18:12:01,026 Batch 79 update time: 0.036763906478881836 secs
2019-12-17 18:12:01,029 Batch 79 update metric time 0.0029151439666748047 secs
2019-12-17 18:12:01,030 Batch 79 prepare time 0.00031566619873046875 secs
2019-12-17 18:12:01,030 End Batch callbacks time 0.00010824203491210938 secs
2019-12-17 18:12:02,360 Batch 80 compute time: 1.328474521636963 secs
2019-12-17 18:12:02,397 Batch 80 update time: 0.03584694862365723 secs
2019-12-17 18:12:02,400 Batch 80 update metric time 0.002495288848876953 secs
2019-12-17 18:12:02,400 Batch 80 prepare time 0.0003027915954589844 secs
2019-12-17 18:12:02,401 Epoch[0] Batch [70-80]	Speed: 11.65 samples/sec	accuracy=0.056250
2019-12-17 18:12:02,401 End Batch callbacks time 0.0004982948303222656 secs
2019-12-17 18:12:03,735 Batch 81 compute time: 1.3321526050567627 secs
2019-12-17 18:12:03,769 Batch 81 update time: 0.03392362594604492 secs
2019-12-17 18:12:03,772 Batch 81 update metric time 0.002697467803955078 secs
2019-12-17 18:12:03,773 Batch 81 prepare time 0.00047016143798828125 secs
2019-12-17 18:12:03,774 End Batch callbacks time 0.00019502639770507812 secs
2019-12-17 18:12:05,114 Batch 82 compute time: 1.3382999897003174 secs
2019-12-17 18:12:05,149 Batch 82 update time: 0.03509688377380371 secs
2019-12-17 18:12:05,152 Batch 82 update metric time 0.002460479736328125 secs
2019-12-17 18:12:05,153 Batch 82 prepare time 0.0003211498260498047 secs
2019-12-17 18:12:05,153 End Batch callbacks time 0.0001735687255859375 secs
2019-12-17 18:12:06,494 Batch 83 compute time: 1.3391406536102295 secs
2019-12-17 18:12:06,529 Batch 83 update time: 0.03487420082092285 secs
2019-12-17 18:12:06,532 Batch 83 update metric time 0.002669095993041992 secs
2019-12-17 18:12:06,533 Batch 83 prepare time 0.0004673004150390625 secs
2019-12-17 18:12:06,534 End Batch callbacks time 0.00017881393432617188 secs
2019-12-17 18:12:07,861 Batch 84 compute time: 1.3258872032165527 secs
2019-12-17 18:12:07,898 Batch 84 update time: 0.03596925735473633 secs
2019-12-17 18:12:07,901 Batch 84 update metric time 0.0024976730346679688 secs
2019-12-17 18:12:07,901 Batch 84 prepare time 0.0003132820129394531 secs
2019-12-17 18:12:07,902 End Batch callbacks time 0.0001842975616455078 secs
2019-12-17 18:12:09,241 Batch 85 compute time: 1.3380050659179688 secs
2019-12-17 18:12:09,279 Batch 85 update time: 0.03715825080871582 secs
2019-12-17 18:12:09,282 Batch 85 update metric time 0.00281524658203125 secs
2019-12-17 18:12:09,283 Batch 85 prepare time 0.0005066394805908203 secs
2019-12-17 18:12:09,284 End Batch callbacks time 0.00010323524475097656 secs
2019-12-17 18:12:10,618 Batch 86 compute time: 1.3323438167572021 secs
2019-12-17 18:12:10,646 Batch 86 update time: 0.028360843658447266 secs
2019-12-17 18:12:10,649 Batch 86 update metric time 0.0023703575134277344 secs
2019-12-17 18:12:10,650 Batch 86 prepare time 0.0003075599670410156 secs
2019-12-17 18:12:10,650 End Batch callbacks time 0.0001266002655029297 secs
2019-12-17 18:12:11,977 Batch 87 compute time: 1.3246493339538574 secs
2019-12-17 18:12:12,010 Batch 87 update time: 0.03298473358154297 secs
2019-12-17 18:12:12,014 Batch 87 update metric time 0.002805471420288086 secs
2019-12-17 18:12:12,014 Batch 87 prepare time 0.0004458427429199219 secs
2019-12-17 18:12:12,015 End Batch callbacks time 0.00010633468627929688 secs
2019-12-17 18:12:13,350 Batch 88 compute time: 1.3334085941314697 secs
2019-12-17 18:12:13,384 Batch 88 update time: 0.03307056427001953 secs
2019-12-17 18:12:13,386 Batch 88 update metric time 0.0023584365844726562 secs
2019-12-17 18:12:13,387 Batch 88 prepare time 0.0003266334533691406 secs
2019-12-17 18:12:13,388 End Batch callbacks time 0.00018978118896484375 secs
2019-12-17 18:12:14,731 Batch 89 compute time: 1.342329502105713 secs
2019-12-17 18:12:14,768 Batch 89 update time: 0.036423683166503906 secs
2019-12-17 18:12:14,771 Batch 89 update metric time 0.0026395320892333984 secs
2019-12-17 18:12:14,772 Batch 89 prepare time 0.0004899501800537109 secs
2019-12-17 18:12:14,773 End Batch callbacks time 0.00019931793212890625 secs
2019-12-17 18:12:16,101 Batch 90 compute time: 1.3269524574279785 secs
2019-12-17 18:12:16,138 Batch 90 update time: 0.03659963607788086 secs
2019-12-17 18:12:16,141 Batch 90 update metric time 0.002638578414916992 secs
2019-12-17 18:12:16,142 Batch 90 prepare time 0.0003123283386230469 secs
2019-12-17 18:12:16,143 Epoch[0] Batch [80-90]	Speed: 11.64 samples/sec	accuracy=0.018750
2019-12-17 18:12:16,143 End Batch callbacks time 0.0005691051483154297 secs
2019-12-17 18:12:17,486 Batch 91 compute time: 1.341108798980713 secs
2019-12-17 18:12:17,523 Batch 91 update time: 0.03728914260864258 secs
2019-12-17 18:12:17,526 Batch 91 update metric time 0.002402782440185547 secs
2019-12-17 18:12:17,527 Batch 91 prepare time 0.000396728515625 secs
2019-12-17 18:12:17,527 End Batch callbacks time 0.00018286705017089844 secs
2019-12-17 18:12:18,873 Batch 92 compute time: 1.3436460494995117 secs
2019-12-17 18:12:18,903 Batch 92 update time: 0.02948164939880371 secs
2019-12-17 18:12:18,906 Batch 92 update metric time 0.002807140350341797 secs
2019-12-17 18:12:18,907 Batch 92 prepare time 0.0005285739898681641 secs
2019-12-17 18:12:18,907 End Batch callbacks time 0.00013399124145507812 secs
2019-12-17 18:12:20,244 Batch 93 compute time: 1.3354952335357666 secs
2019-12-17 18:12:20,282 Batch 93 update time: 0.036797285079956055 secs
2019-12-17 18:12:20,285 Batch 93 update metric time 0.002440929412841797 secs
2019-12-17 18:12:20,285 Batch 93 prepare time 0.0003294944763183594 secs
2019-12-17 18:12:20,286 End Batch callbacks time 0.0001964569091796875 secs
2019-12-17 18:12:21,633 Batch 94 compute time: 1.3459587097167969 secs
2019-12-17 18:12:21,674 Batch 94 update time: 0.04067635536193848 secs
2019-12-17 18:12:21,680 Batch 94 update metric time 0.005441427230834961 secs
2019-12-17 18:12:21,681 Batch 94 prepare time 0.0004889965057373047 secs
2019-12-17 18:12:21,682 End Batch callbacks time 0.00011491775512695312 secs
2019-12-17 18:12:23,023 Batch 95 compute time: 1.3389384746551514 secs
2019-12-17 18:12:23,060 Batch 95 update time: 0.036368608474731445 secs
2019-12-17 18:12:23,062 Batch 95 update metric time 0.0023419857025146484 secs
2019-12-17 18:12:23,063 Batch 95 prepare time 0.00030875205993652344 secs
2019-12-17 18:12:23,063 End Batch callbacks time 0.0001895427703857422 secs
2019-12-17 18:12:24,416 Batch 96 compute time: 1.3505473136901855 secs
2019-12-17 18:12:24,452 Batch 96 update time: 0.035489797592163086 secs
2019-12-17 18:12:24,455 Batch 96 update metric time 0.0026984214782714844 secs
2019-12-17 18:12:24,456 Batch 96 prepare time 0.0005371570587158203 secs
2019-12-17 18:12:24,457 End Batch callbacks time 0.0002636909484863281 secs
2019-12-17 18:12:25,802 Batch 97 compute time: 1.343181848526001 secs
2019-12-17 18:12:25,836 Batch 97 update time: 0.03381609916687012 secs
2019-12-17 18:12:25,839 Batch 97 update metric time 0.0025033950805664062 secs
2019-12-17 18:12:25,840 Batch 97 prepare time 0.0003554821014404297 secs
2019-12-17 18:12:25,840 End Batch callbacks time 0.00026535987854003906 secs
2019-12-17 18:12:27,183 Batch 98 compute time: 1.339918613433838 secs
2019-12-17 18:12:27,214 Batch 98 update time: 0.0312497615814209 secs
2019-12-17 18:12:27,217 Batch 98 update metric time 0.0027251243591308594 secs
2019-12-17 18:12:27,218 Batch 98 prepare time 0.00052642822265625 secs
2019-12-17 18:12:27,219 End Batch callbacks time 0.00017714500427246094 secs
2019-12-17 18:12:28,561 Batch 99 compute time: 1.339773178100586 secs
2019-12-17 18:12:28,595 Batch 99 update time: 0.03309512138366699 secs
2019-12-17 18:12:28,597 Batch 99 update metric time 0.002378702163696289 secs
2019-12-17 18:12:28,599 Batch 99 prepare time 0.0010180473327636719 secs
2019-12-17 18:12:28,599 End Batch callbacks time 9.036064147949219e-05 secs
2019-12-17 18:12:29,942 Batch 100 compute time: 1.341076135635376 secs
2019-12-17 18:12:29,978 Batch 100 update time: 0.035614013671875 secs
2019-12-17 18:12:29,980 Batch 100 update metric time 0.002355813980102539 secs
2019-12-17 18:12:29,981 Batch 100 prepare time 0.0003542900085449219 secs
2019-12-17 18:12:29,982 Epoch[0] Batch [90-100]	Speed: 11.56 samples/sec	accuracy=0.056250
2019-12-17 18:12:29,982 End Batch callbacks time 0.0007889270782470703 secs
2019-12-17 18:12:31,308 Batch 101 compute time: 1.3244247436523438 secs
2019-12-17 18:12:31,336 Batch 101 update time: 0.02732992172241211 secs
2019-12-17 18:12:31,340 Batch 101 update metric time 0.0028536319732666016 secs
2019-12-17 18:12:31,341 Batch 101 prepare time 0.0005908012390136719 secs
2019-12-17 18:12:31,341 End Batch callbacks time 0.00019168853759765625 secs
2019-12-17 18:12:32,683 Batch 102 compute time: 1.340221881866455 secs
2019-12-17 18:12:32,719 Batch 102 update time: 0.03513312339782715 secs
2019-12-17 18:12:32,722 Batch 102 update metric time 0.0024094581604003906 secs
2019-12-17 18:12:32,723 Batch 102 prepare time 0.0004031658172607422 secs
2019-12-17 18:12:32,723 End Batch callbacks time 0.00019311904907226562 secs
2019-12-17 18:12:34,057 Batch 103 compute time: 1.3327085971832275 secs
2019-12-17 18:12:34,091 Batch 103 update time: 0.03336453437805176 secs
2019-12-17 18:12:34,094 Batch 103 update metric time 0.0027577877044677734 secs
2019-12-17 18:12:34,095 Batch 103 prepare time 0.00046324729919433594 secs
2019-12-17 18:12:34,096 End Batch callbacks time 9.918212890625e-05 secs
2019-12-17 18:12:35,430 Batch 104 compute time: 1.332167625427246 secs
2019-12-17 18:12:35,464 Batch 104 update time: 0.03439831733703613 secs
2019-12-17 18:12:35,467 Batch 104 update metric time 0.0024390220642089844 secs
2019-12-17 18:12:35,468 Batch 104 prepare time 0.0003330707550048828 secs
2019-12-17 18:12:35,468 End Batch callbacks time 0.00017714500427246094 secs
2019-12-17 18:12:36,813 Batch 105 compute time: 1.3431577682495117 secs
2019-12-17 18:12:36,848 Batch 105 update time: 0.03426527976989746 secs
2019-12-17 18:12:36,851 Batch 105 update metric time 0.0027091503143310547 secs
2019-12-17 18:12:36,852 Batch 105 prepare time 0.0005133152008056641 secs
2019-12-17 18:12:36,852 End Batch callbacks time 0.0001823902130126953 secs
2019-12-17 18:12:38,186 Batch 106 compute time: 1.3316903114318848 secs
2019-12-17 18:12:38,220 Batch 106 update time: 0.03370237350463867 secs
2019-12-17 18:12:38,223 Batch 106 update metric time 0.002599477767944336 secs
2019-12-17 18:12:38,224 Batch 106 prepare time 0.0003509521484375 secs
2019-12-17 18:12:38,224 End Batch callbacks time 0.0001304149627685547 secs
2019-12-17 18:12:39,554 Batch 107 compute time: 1.3280563354492188 secs
2019-12-17 18:12:39,588 Batch 107 update time: 0.034339189529418945 secs
2019-12-17 18:12:39,592 Batch 107 update metric time 0.002730846405029297 secs
2019-12-17 18:12:39,592 Batch 107 prepare time 0.00046443939208984375 secs
2019-12-17 18:12:39,593 End Batch callbacks time 0.00011372566223144531 secs
2019-12-17 18:12:40,924 Batch 108 compute time: 1.3295369148254395 secs
2019-12-17 18:12:40,959 Batch 108 update time: 0.03467106819152832 secs
2019-12-17 18:12:40,962 Batch 108 update metric time 0.002543210983276367 secs
2019-12-17 18:12:40,963 Batch 108 prepare time 0.0004010200500488281 secs
2019-12-17 18:12:40,963 End Batch callbacks time 0.00011324882507324219 secs
2019-12-17 18:12:42,292 Batch 109 compute time: 1.3276877403259277 secs
2019-12-17 18:12:42,326 Batch 109 update time: 0.03283810615539551 secs
2019-12-17 18:12:42,329 Batch 109 update metric time 0.002753019332885742 secs
2019-12-17 18:12:42,330 Batch 109 prepare time 0.00044536590576171875 secs
2019-12-17 18:12:42,330 End Batch callbacks time 9.870529174804688e-05 secs
2019-12-17 18:12:43,678 Batch 110 compute time: 1.3458046913146973 secs
2019-12-17 18:12:43,717 Batch 110 update time: 0.03840136528015137 secs
2019-12-17 18:12:43,720 Batch 110 update metric time 0.0027785301208496094 secs
2019-12-17 18:12:43,720 Batch 110 prepare time 0.0003104209899902344 secs
2019-12-17 18:12:43,721 Epoch[0] Batch [100-110]	Speed: 11.65 samples/sec	accuracy=0.075000
2019-12-17 18:12:43,721 End Batch callbacks time 0.00039696693420410156 secs
2019-12-17 18:12:45,062 Batch 111 compute time: 1.3388690948486328 secs
2019-12-17 18:12:45,099 Batch 111 update time: 0.03677058219909668 secs
2019-12-17 18:12:45,102 Batch 111 update metric time 0.0024585723876953125 secs
2019-12-17 18:12:45,102 Batch 111 prepare time 0.00031304359436035156 secs
2019-12-17 18:12:45,103 End Batch callbacks time 0.0002224445343017578 secs
2019-12-17 18:12:46,430 Batch 112 compute time: 1.3256700038909912 secs
2019-12-17 18:12:46,467 Batch 112 update time: 0.036228179931640625 secs
2019-12-17 18:12:46,470 Batch 112 update metric time 0.0025718212127685547 secs
2019-12-17 18:12:46,471 Batch 112 prepare time 0.0005686283111572266 secs
2019-12-17 18:12:46,471 End Batch callbacks time 0.00011515617370605469 secs
2019-12-17 18:12:47,810 Batch 113 compute time: 1.3371837139129639 secs
2019-12-17 18:12:47,845 Batch 113 update time: 0.034734487533569336 secs
2019-12-17 18:12:47,848 Batch 113 update metric time 0.0024607181549072266 secs
2019-12-17 18:12:47,849 Batch 113 prepare time 0.0003199577331542969 secs
2019-12-17 18:12:47,849 End Batch callbacks time 0.00019097328186035156 secs
2019-12-17 18:12:49,198 Batch 114 compute time: 1.3465957641601562 secs
2019-12-17 18:12:49,235 Batch 114 update time: 0.03718066215515137 secs
2019-12-17 18:12:49,239 Batch 114 update metric time 0.0026521682739257812 secs
2019-12-17 18:12:49,239 Batch 114 prepare time 0.00046563148498535156 secs
2019-12-17 18:12:49,240 End Batch callbacks time 0.00018906593322753906 secs
2019-12-17 18:12:50,580 Batch 115 compute time: 1.3389599323272705 secs
2019-12-17 18:12:50,620 Batch 115 update time: 0.039330482482910156 secs
2019-12-17 18:12:50,623 Batch 115 update metric time 0.002409219741821289 secs
2019-12-17 18:12:50,624 Batch 115 prepare time 0.0004057884216308594 secs
2019-12-17 18:12:50,624 End Batch callbacks time 0.00012254714965820312 secs
2019-12-17 18:12:51,967 Batch 116 compute time: 1.3404169082641602 secs
2019-12-17 18:12:52,002 Batch 116 update time: 0.03539419174194336 secs
2019-12-17 18:12:52,006 Batch 116 update metric time 0.0029044151306152344 secs
2019-12-17 18:12:52,007 Batch 116 prepare time 0.0006723403930664062 secs
2019-12-17 18:12:52,007 End Batch callbacks time 0.00019097328186035156 secs
